n,MAE_W,RMSE_W,Bias_W,R2,Error_relativo_promedio,P_ref_promedio_W,P_NOCT_promedio_W,fd_promedio
3688,12.080554379329502,16.018593939143045,-2.3834098802701633,0.995841559711631,0.037223073352015676,414.80763855748376,412.4242286772135,0.5217923512689564
